Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
travelinganthony;hampstead, caroline du nord;34;46;50;june 24 2020;the height of beauty;june 2020
susanls4705py;santa fe, united states;93;50;50;june 24 2020;great visit during covid times;june 2020
leowincheste;suede;3;5;50;june 16 2020;an incredible day grand canyon;august 2019
experience740753;albany, oregon;49;47;50;june 15 2020;memorial day;may 2020
dunn45;draper, utah;528;199;50;june 11 2020;no crowds;june 2020
russell3939;castle rock, colorado;522;332;50;june 8 2020;go now, no crowds;june 2020
50stateswithtwins;saint louis, missouri;195;169;50;june 7 2020;no crowds after shutdown;june 2020
callowe;metairie, louisiane;39;39;50;june 2 2020;grand canyon during covid;june 2020
searchin4vacays;sahuarita, arizona;158;100;50;may 30 2020;vast and beautiful;may 2020
kododrummer;iekaterinbourg, russie;3219;138696;50;may 23 2020;fantastic red rock layered rainbows of the grand canyon;march 2020
lawman357kc;kansas city, missouri;5;8;50;april 14 2020;life changing...;may 2019
teddeyp;las cruces, nouveau mexique;5;8;50;april 13 2020;bucketlist check;march 2020
twotravelers245;peachtree city, georgie;208;93;50;april 7 2020;breathtaking;march 2020
jason b;tucson, arizona;491;336;50;april 3 2020;amazing;march 2020
mr_travels1920;woking, royaume uni;224;241;50;april 1 2020;a  must see ;february 2020
jennifer b;knoxville, tennessee;92;66;50;april 1 2020;great national treasure;march 2020
ken b;memphis, tennessee;209;73;50;march 30 2020;simply amazing;october 2019
pat h;needles, californie;105;45;50;march 28 2020;definitely a bucket list destination;february 2020
chuck2010;palmyra, pennsylvanie;764;505;50;march 28 2020;only got a winter day   go prepared;february 2020
tsaxman74;arlington, virginie;97;41;50;march 28 2020;no words are adequate;march 2020
cindy d;waynesville ga;48;49;50;march 27 2020;beautiful;march 2020
ddr1234;johannesburg, afrique du sud;646;238;50;march 25 2020;most amazing views;october 2019
strannik;vancouver, canada;2;3;50;march 24 2020;fantastic views, well run organisation;march 2020
rsmead13;sparks, nevada;53;39;50;march 23 2020;i will never forget;march 2020
mikeb1952;colorado springs, colorado;894;526;50;march 22 2020;it doesn t get better than this;march 2020
cttaketa;honolulu, hawai;38;55;50;march 22 2020;most impressive thing i ve ever seen;march 2020
markhp6094ng;dallas, texas;83;82;50;march 21 2020;incredible views;march 2020
montana_rustler;logan, utah;325;130;50;march 19 2020;incredible views   not to be missed;march 2020
kayteehc;norfolk, virginie;313;150;50;march 17 2020;the best;march 2020
jimdobbs4;rogers, arkansas;133;84;50;march 16 2020;a must see;march 2020
mollyl137;leawood, kansas;156;97;50;march 16 2020;beautiful vistas;march 2020
janeg347;royal tunbridge wells, royaume uni;50;57;40;march 16 2020;the grand canyon.;february 2020
deluxerider1450;bartlesville, oklahoma;30;27;50;march 16 2020;family vacation;march 2020
laurie377;bark river, michigan;11;13;50;march 16 2020;first time visit;march 2020
raynesmark;wimbledon;97;175;50;march 12 2020;fantastic destination and fantastic tour;march 2020
travelexplorasion;boston, massachusetts;73;192;50;march 11 2020;breathtaking views;march 2020
t5594idsusanp;aurora, colorado;33;41;50;march 11 2020;grand canyon south rim;march 2020
belinda f;waxahachie, texas;122;70;50;march 10 2020;fantastic experience;march 2020
kylsmick;east maitland, australie;60;109;50;march 10 2020;a must;march 2020
deannahct;connecticut;55;72;50;march 9 2020;pictures will never capture this experience;february 2020
mimibobo23;alberta;158;67;50;march 8 2020;indescribable and breathtaking.;september 2019
jimmd7990pn;sedro woolley, etat de washington;172;76;50;march 8 2020;stunningly spectacular;march 2020
dd41623;singapour, singapour;8;17;50;march 8 2020;really grand in winter;december 2019
46patl;lone rock, wi;20;26;40;march 8 2020;grand canyon national park;february 2020
captvideo64;victoria, canada;3;3;50;march 6 2020;grand canyon adventure;april 2019
davewy3100je;san francisco, californie;4;9;50;march 6 2020;nice views but a little busy;september 2019
sandra d;ottawa, canada;38;26;50;march 4 2020;the views do not disappoint;february 2020
qcern;kirkland, canada;351;209;50;march 3 2020;awesome;march 2020
pam f;piqua, ohio;12;14;50;march 2 2020;arizona road trip;february 2020
ofuqua;emerado, dakota du nord;97;30;50;march 2 2020;breathtakingly beautiful;march 2020
cjschreiner;chandler, arizona;740;200;50;march 1 2020;looks like a painting;march 2020
dan949a;alpharetta, georgie;439;140;50;february 29 2020;wow again;february 2020
beth43323;minneapolis, minnesota;21;45;50;february 28 2020;great feb visit to magnificent park;february 2020
terra s;denton, texas;37;66;50;february 26 2020;every 5 feet gave way to a new view;march 2019
brian k;schenectady, etat de new york;527;176;50;february 24 2020;crazy beautiful;february 2020
rsavell;mobile, alabama;492;181;50;february 24 2020;rented a car and drove down from vegas..;february 2020
glenn s;tigard, oregon;13;14;50;february 24 2020;truly breathtaking;february 2020
bryan w;villa rica, georgie;241;130;50;february 24 2020;unbelievable;december 2019
alicehikeswim;helena, etat de new york;7;9;40;february 23 2020;south rim;february 2020
steve98001;seattle, etat de washington;179;80;50;february 23 2020;bucket list...for now;february 2020
nshalim1;new york, etat de new york;5;8;50;february 22 2020;breathtaking without the crowds;february 2020
muzzysgirl;garden grove, californie;78;54;50;february 22 2020;amazing even in the cold;february 2020
anneandbobj;atlanta, georgie;144;77;50;february 21 2020;awesome views;february 2020
vamdirect;san francisco, californie;54;39;50;february 20 2020;absolutely stunning views;february 2020
vanessam646;gordon, australie;233;179;50;february 20 2020;it s like a green screen;october 2019
mathsupt;bricktown, new jersey;22;26;50;february 20 2020;impressive to see;february 2020
james k;winnipeg, canada;64;44;50;february 20 2020;absolutely spectacular;february 2020
robrd3662ts;las vegas, nevada;47;51;50;february 20 2020;a â€œmust seeâ€ ðŸ‘;february 2020
vetskidog;murfreesboro, tennessee;641;366;50;february 19 2020;awesome. breath taking.;february 2020
recreationv;new york, etat de new york;343;144;40;february 18 2020;a foggy wet day;november 2019
cologal8;colorado springs, colorado;19;22;40;february 18 2020;breath taking;january 2020
devona914;traverse city, michigan;55;33;50;february 16 2020;breathtaking;february 2020
whakaipobay;auckland, nouvelle zelande;39;42;50;february 13 2020;a must see;march 2019
761april;montgomery, etat de new york;42;36;50;february 13 2020;december visit;february 2020
rpalui;clermont, floride;2;5;50;february 13 2020;don t let distance dissuade you. it s definitely worth it;february 2020
safartriptravel;saint paul, minnesota;3;3;50;february 11 2020;so much to enjoy so little time;october 2019
hazelcrest;north potomac, maryland;56;55;50;february 11 2020;dream come true;january 2020
patrickg64;broken arrow, oklahoma, united states;26;47;50;february 10 2020;grand canyon again.;october 2019
hooversp;naga, philippines;16;34;50;february 10 2020;awesome grand canyon;february 2020
dena m;shawnee, kansas;76;53;50;february 9 2020;beautiful, not to be missed;february 2020
anthonywn7107pv;melbourne, australie;8;11;50;february 9 2020;life changing;may 2019
ilaudj;bucarest, roumanie;365;109;40;february 9 2020;superb scenary, not to many activities;february 2020
jdsbiz98;danbury, connecticut;441;187;40;february 5 2020;majestic;december 2019
william h;arlington, texas;73;35;50;january 29 2020;a full day of fun;september 2019
wyojuls;gillette, wyoming;119;51;40;january 25 2020;the beauty;january 2020
67mac;chard, royaume uni;63;59;50;january 25 2020;awesome;january 2020
570nickm;frenchs forest, australie;551;233;50;january 24 2020;wow;january 2020
o5187yksusanp;pontiac, missouri;15;22;50;january 21 2020;amazing;january 2020
vicki c;deerfield beach, floride;381;171;50;january 21 2020;amazing place;january 2020
resort47376054581;santa cruz, californie;2;2;50;january 20 2020;magnificent grand canyon;may 2019
lennoxmike;majorque, espagne;80;37;50;january 19 2020;speachless;june 2019
arizona828;mesa, arizona;64;85;50;january 17 2020;yes, it is a grand canyon;january 2020
eurydice2017;londres, royaume uni;215;138;50;january 16 2020;there aren t enough words to describe how gloriously beautiful the grand canyon is;december 2019
bob h;northville, michigan;670;237;50;january 15 2020;awe inspiring is all you need to know;january 2020
645davidd645;murrieta, californie;95;86;50;january 12 2020;bucket list location checked off;january 2020
josueh61;san jose, costa rica;61;54;50;january 10 2020;peaceful and amazing place;october 2019
bhamp8;adirondacks, etat de new york;117;67;50;january 10 2020;there s nothing like it;april 2019
geb8899;singapour, singapour;51;57;50;january 10 2020;amazing visit;november 2019
pascal d;norwich, royaume uni;52;37;50;january 10 2020;one of the most magnificent place in the world;january 2020
priyadarshini07;calcutta, inde;15;17;50;january 8 2020;amazing experience;december 2019
montewa94;mexico, mexique;68;59;50;january 8 2020;the best;january 2020
6185kate;charlotte, caroline du nord;11;11;50;january 8 2020;friends   sisters   bucket list item for one;november 2019
dwayne m;covington, georgie;4;6;50;january 7 2020;out west trip;april 2019
mthalha;charlotte, caroline du nord;8;45;50;january 7 2020;must see   grand canyon;december 2019
steven c;los angeles, california, united states;13;46;50;january 7 2020;grand canyon south rim;december 2019
jessih234;orlando, floride;41;46;40;january 5 2020;no idea which rim i was in... didn t have skywalk;december 2019
shelley v;birmingham, alabama;52;50;40;january 5 2020;amazing views but beware of ice and snow on walkways;december 2019
kathy1966;northern virginia, virginie;247;183;50;january 5 2020;magnificent sweeping views;december 2019
gottalovepink;mcallen, texas;91;65;50;january 3 2020;breathtaking;august 2019
sammysue;ft. myers fl;374;203;50;january 2 2020;you can t imagine it until you see it in person;september 2019
kf17020;marietta, georgie;221;104;50;january 2 2020;wow;december 2019
u2322bmjamess;middleton cheney, royaume uni;321;107;50;january 2 2020;amazing;january 2020
leedstraveller66;leeds, royaume uni;77;46;50;january 1 2020;awesome;december 2019
mathew w;bluff city, tennessee;6;8;50;december 31 2019;grand canyon;june 2019
omarq21;new york, etat de new york;42;60;40;december 31 2019;a breathtaking visit;july 2019
devo1948;daytona;7;8;50;december 31 2019;mule ride to phantom ranch;january 2019
jean l;chattanooga, tennessee;7;9;50;december 31 2019;absolutely beautiful;august 2019
mamawarrior;grand rapids, michigan;45;36;50;december 31 2019;majestic;december 2019
renathetraveller;hobart, australie;72;35;30;december 30 2019;not sure it s worth the trip;october 2019
moeydevil;san francisco, californie;51;50;50;december 29 2019;grand canyon does not disappoint;december 2019
treishag2016;roosevelt, etat de new york;109;94;40;december 29 2019;grand canyon south rim fun;december 2019
lisamk2498oc;roswell, georgie;23;25;50;december 29 2019;family christmas vacation;december 2019
mel4pint;oahu, hawai;26;59;50;december 28 2019;grand canyon south rim;july 2019
naethan;philippines;8;18;50;december 28 2019;nothing much to do other than sight seeing;november 2019
tim a;londres, royaume uni;88;101;50;december 27 2019;south rim   january 2019;january 2019
alison4182;afrique du sud;14;15;50;december 23 2019;no words..;january 2019
meeser;laguna woods, californie;151;44;50;december 22 2019;very cold;december 2019
kagi697;redwood city, californie;9;18;50;december 16 2019;far out;december 2019
mary h;morris, canada;146;81;50;december 16 2019;awe inspiring;december 2019
dionges1;los angeles, californie;333;185;50;december 16 2019;much better than i remembered and significant improvements in the park;december 2019
christismylife5;larose, louisiane;48;58;50;december 16 2019;the views are breathtaking ;november 2019
antti k;seinajoki, finlande;50;69;50;december 16 2019;great experience;december 2019
bob_potts_67;bangor, maine;2;2;50;december 16 2019;a must see;november 2019
lynnie72;pennsylvanie;312;145;50;december 15 2019;breathtaking;december 2019
dylanficklestone;singapour, singapour;12;26;50;december 15 2019;amazing views;january 2019
kendak999;durban, afrique du sud;41;39;50;december 15 2019;bucket list breathtaking;december 2019
gonen2014;haifa, israel;407;210;50;december 13 2019;lots of great activity and view points along the south rim;september 2019
evao946;orebro, suede;75;61;50;december 13 2019;a day with astonishing views;october 2019
ajg35;cairns, australie;599;160;50;december 13 2019;spectacular;december 2019
jan841;londres, royaume uni;45;54;50;december 13 2019;fantastic trip to the canyon and more;december 2019
finallyfree;castries, sainte lucie;183;104;50;december 12 2019;go in off season;november 2019
itisjustus;biloxi, mississippi;171;111;50;december 12 2019;wow;november 2019
awanderfulplan;ohio;106;175;50;december 12 2019;what an incredible experience;june 2019
therealmeltam;new york, etat de new york;1217;565;40;december 11 2019;i don t recommend going in the winter;november 2019
jeromew323;thompson nd.;227;57;50;december 11 2019;god made beauty;november 2019
snowball 6364;manlius, etat de new york;452;121;50;december 11 2019;wife and i;december 2019
rachela913;middletown, californie;24;39;50;december 10 2019;glad we went in december;december 2019
home farm c;maidstone, royaume uni;57;48;50;december 10 2019;better than i remember;november 2019
jeff p;prescott, arizona;288;101;50;december 9 2019;national treasure;october 2019
kgs120;fayetteville, georgie;5;5;50;december 9 2019;smooth sailing;november 2019
188lanar;palouse, etat de washington;1;1;50;december 9 2019;amazing;december 2019
executivehobo;flagstaff, arizona;12;13;50;december 9 2019;grand canyon is one of the greatest places to visit. best in spring and summer, however winter is fantastic too.;december 2019
bncrxplorerz;pittsburgh, pennsylvanie;294;328;50;december 8 2019;an experience beyond words;november 2019
janice m;canada;250;180;40;december 8 2019;beautifully organized, good alternative if you can t tour canyon floor.;december 2019
crazyone2;calgary, canada;113;86;50;december 7 2019;lovely views;november 2019
monalisa k;dubuque, iowa;16;33;50;december 6 2019;the grand canyon south rim;november 2019
647eileen;toronto, canada;29;42;50;december 4 2019;grand canyon tours  south rim;december 2019
owensodyssey;texas;59;64;50;december 2 2019;fell in love;november 2019
james c;milwaukee, wisconsin;74;42;50;december 2 2019;great trip;november 2019
